age,CHI_Month_0,CHI_0_1,Support_Cases_0,Support_Cases_0_1,SP_0,SP_0_1,Logins,Blog,Views,LastLogin,churn,,
 13.0 , 35.0 , (81.0), -   , -   , -   , -   , (12.0), (2.0), 8.0 , 7.0 , -   ,,
 12.0 , 113.0 , (2.0), -   , (1.0), -   , (3.0), 3.0 , 1.0 , (11.0), (1.0), -   ,,
 13.0 , 171.0 , (21.0), -   , -   , -   , -   , 54.0 , (3.0)," 1,091.0 ", (1.0), -   ,,
 10.0 , 71.0 , -   , 1.0 , -   , 3.0 , -   , 6.0 , -   , 10.0 , (1.0), -   ,,
 14.0 , 165.0 , 30.0 , -   , (1.0), -   , (3.0), 41.0 , 2.0 , (54.0), (2.0), -   ,,
 14.0 , 93.0 , (27.0), -   , (2.0), -   , (3.0), (37.0), -   , 333.0 , -   , -   ,,
 14.0 , 138.0 , 7.0 , 1.0 , 1.0 , 3.0 , 3.0 , 39.0 , 3.0 , (31.0), 3.0 , -   ,,
 13.0 , 151.0 , (1.0), -   , -   , -   , -   , 4.0 , (1.0), (2.0), (14.0), -   ,,
 1.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 14.0 , 144.0 , 28.0 , 2.0 , (3.0), 3.0 , -   , 7.0 , 3.0 , (509.0), 6.0 , -   ,,
 11.0 , 59.0 , -   , -   , -   , -   , -   , (2.0), -   , (84.0), (3.0), -   ,,
 12.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , 1.0 ,,
 14.0 , 131.0 , (9.0), -   , -   , -   , -   , (9.0), 1.0 , 40.0 , (1.0), -   ,,
 14.0 , 134.0 , (1.0), -   , -   , -   , -   , 3.0 , -   , (19.0), -   , -   ,,
 13.0 , 106.0 , 8.0 , 3.0 , 1.0 , 3.0 , -   , (20.0), 1.0 , (29.0), -   , -   ,,
 12.0 , 130.0 , (13.0), 1.0 , (3.0), 3.0 , -   , 20.0 , 1.0 , 278.0 , (2.0), -   ,,
 13.0 , 88.0 , 9.0 , -   , -   , -   , -   , 11.0 , -   , 28.0 , (2.0), -   ,,
 13.0 , 187.0 , 47.0 , 4.0 , 2.0 , 3.0 , -   , 28.0 , 1.0 , 44.0 , -   , -   ,,
 13.0 , 176.0 , 14.0 , -   , -   , -   , -   , 15.0 , 4.0 , (102.0), -   , -   ,,
 14.0 , 86.0 , 8.0 , -   , -   , -   , -   , 8.0 , 4.0 , -   , (4.0), -   ,,
 12.0 , 70.0 , 35.0 , -   , -   , -   , -   , -   , -   , (26.0), 30.0 , 1.0 ,,
 13.0 , 147.0 , 1.0 , 2.0 , 2.0 , 3.0 , 3.0 , 24.0 , -   , (214.0), (1.0), 1.0 ,,
 14.0 , 89.0 , 56.0 , -   , -   , -   , -   , 6.0 , 1.0 , 30.0 , 30.0 , -   ,,
 14.0 , 137.0 , 28.0 , -   , -   , -   , -   , 49.0 , (2.0), (34.0), -   , -   ,,
 13.0 , 39.0 , (41.0), 2.0 , 2.0 , 3.0 , 3.0 , 66.0 , (1.0), (10.0), (109.0), -   ,,
 12.0 , 6.0 , (36.0), -   , -   , -   , -   , (3.0), -   , -   , 5.0 , -   ,,
 14.0 , -   , -   , -   , -   , -   , -   , 4.0 , -   , -   , 31.0 , -   ,,
 14.0 , 138.0 , 15.0 , 1.0 , 1.0 , 3.0 , 3.0 , 34.0 , 6.0 , (835.0), 9.0 , -   ,,
 14.0 , 128.0 , (3.0), -   , (1.0), -   , (3.0), (39.0), -   , 105.0 , -   , -   ,,
 10.0 , 177.0 , 19.0 , -   , (1.0), -   , (3.0), 18.0 , -   , 43.0 , -   , -   ,,
 14.0 , 140.0 , -   , -   , -   , -   , -   , (50.0), -   , (104.0), -   , -   ,,
 5.0 , 112.0 , 3.0 , -   , (2.0), -   , (3.0), 36.0 , (2.0)," 1,490.0 ", -   , -   ,,
 13.0 , -   , -   , -   , -   , -   , -   , -   , -   , 2.0 , 31.0 , -   ,,
 12.0 , -   , -   , -   , -   , -   , -   , -   , -   , (8.0), 31.0 , -   ,,
 14.0 , 68.0 , (10.0), 6.0 , 6.0 , 3.0 , 3.0 , 48.0 , -   , (681.0), 3.0 , -   ,,
 14.0 , 130.0 , -   , -   , -   , -   , -   , 4.0 , -   ," (1,603.0)", 3.0 , -   ,,
 14.0 , 145.0 , (11.0), 3.0 , (7.0), 3.0 , -   , (25.0), (1.0), (244.0), (1.0), -   ,,
 12.0 , 77.0 , (5.0), 2.0 , 1.0 , 3.0 , -   , (1.0), (5.0), 1.0 , 5.0 , 1.0 ,,
 14.0 , 116.0 , (8.0), -   , -   , -   , -   , 1.0 , 2.0 , 20.0 , (8.0), -   ,,
 18.0 , 155.0 , (13.0), -   , -   , -   , -   , (76.0), (3.0), 63.0 , -   , 1.0 ,,
 14.0 , 136.0 , 105.0 , 3.0 , 2.0 , 3.0 , -   , 342.0 , -   , -   , (1.0), -   ,,
 13.0 , 18.0 , (1.0), -   , -   , -   , -   , -   , -   , (2.0), 30.0 , -   ,,
 13.0 , 35.0 , (20.0), 1.0 , 1.0 , 3.0 , 3.0 , 69.0 , -   , 16.0 , (1.0), -   ,,
 13.0 , 41.0 , (29.0), 4.0 , 3.0 , 3.0 , -   , 12.0 , (1.0), 5.0 , (2.0), -   ,,
 13.0 , 165.0 , -   , -   , -   , -   , -   , 6.0 , (1.0)," 5,322.0 ", -   , -   ,,
 12.0 , 180.0 , 12.0 , 3.0 , (5.0), 3.0 , (0.1), (34.0), (2.0), 57.0 , -   , -   ,,
 14.0 , 61.0 , (49.0), -   , -   , -   , -   , (15.0), (5.0), 21.0 , (4.0), -   ,,
 13.0 , 143.0 , (4.0), -   , -   , -   , -   , (1.0), -   , (55.0), 20.0 , -   ,,
 13.0 , 78.0 , 2.0 , -   , -   , -   , -   , 16.0 , 2.0 , 1.0 , (11.0), 1.0 ,,
 14.0 , 32.0 , (44.0), 2.0 , 2.0 , 3.0 , 3.0 , -   , (3.0), (3.0), (3.0), -   ,,
 14.0 , 85.0 , (17.0), 4.0 , (5.0), 3.0 , 0.1 , 83.0 , -   , 3.0 , -   , -   ,,
 11.0 , 231.0 , -   , 1.0 , (2.0), 3.0 , 0.3 , 48.0 , (1.0), (321.0), -   , -   ,,
 14.0 , 148.0 , 19.0 , -   , -   , -   , -   , 4.0 , -   , (27.0), 20.0 , -   ,,
 14.0 , 14.0 , (101.0), -   , -   , -   , -   , (4.0), (1.0), (16.0), 9.0 , 1.0 ,,
 12.0 , -   , (8.0), -   , (1.0), -   , (3.0), (3.0), -   , 8.0 , (7.0), 1.0 ,,
 13.0 , 40.0 , 12.0 , -   , -   , -   , -   , 20.0 , -   , (1.0), 17.0 , -   ,,
 8.0 , 16.0 , (2.0), -   , -   , -   , -   , 4.0 , -   , 5.0 , (32.0), -   ,,
 13.0 , 94.0 , (35.0), -   , (1.0), -   , (3.0), (13.0), -   , 139.0 , 3.0 , -   ,,
 10.0 , 34.0 , 10.0 , -   , -   , -   , -   , -   , -   , (128.0), 31.0 , -   ,,
 12.0 , -   , (35.0), -   , -   , -   , -   , (12.0), -   ," 1,384.0 ", 7.0 , -   ,,
 13.0 , 69.0 , 6.0 , -   , -   , -   , -   , 2.0 , -   , 16.0 , 31.0 , -   ,,
 19.0 , 61.0 , 61.0 , -   , (1.0), -   , (3.0), 24.0 , -   , -   , (7.0), -   ,,
 14.0 , 143.0 , (2.0), -   , (1.0), -   , (3.0), 9.0 , 1.0 ," 2,260.0 ", -   , -   ,,
 11.0 , 101.0 , (50.0), -   , -   , -   , -   , (46.0), (2.0), 154.0 , (5.0), -   ,,
 12.0 , 142.0 , (25.0), 1.0 , (2.0), 3.0 , -   , (25.0), (4.0), (2.0), (2.0), -   ,,
 14.0 , 120.0 , -   , -   , -   , -   , -   , (2.0), -   , (66.0), (2.0), -   ,,
 13.0 , 61.0 , 1.0 , -   , -   , -   , -   , 2.0 , -   , (44.0), 30.0 , -   ,,
 14.0 , 61.0 , 26.0 , -   , -   , -   , -   , -   , -   , (10.0), 31.0 , -   ,,
 13.0 , 118.0 , (12.0), -   , (1.0), -   , (3.0), (41.0), -   , (1.0), 2.0 , -   ,,
 6.0 , 20.0 , (1.0), -   , -   , -   , -   , (2.0), -   , 15.0 , 4.0 , -   ,,
 13.0 , 76.0 , (4.0), -   , -   , -   , -   , 5.0 , (1.0), 1.0 , -   , -   ,,
 12.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , 1.0 ,,
 14.0 , -   , (42.0), -   , -   , -   , -   , (14.0), -   , 14.0 , (1.0), -   ,,
 12.0 , -   , (16.0), -   , -   , -   , -   , (4.0), -   , 12.0 , (2.0), 1.0 ,,
 13.0 , 42.0 , (17.0), -   , -   , -   , -   , 6.0 , -   , (15.0), 9.0 , -   ,,
 14.0 , 105.0 , (57.0), -   , -   , -   , -   , (41.0), (4.0), 37.0 , (1.0), -   ,,
 14.0 , 99.0 , (10.0), -   , -   , -   , -   , 3.0 , -   , (974.0), 9.0 , -   ,,
 12.0 , 122.0 , (2.0), -   , -   , -   , -   , (16.0), (1.0), 18.0 , (4.0), -   ,,
 12.0 , 105.0 , (36.0), -   , (1.0), -   , (3.0), 1.0 , (1.0), 66.0 , (6.0), 1.0 ,,
 14.0 , 156.0 , (4.0), -   , -   , -   , -   , 28.0 , (2.0), (169.0), -   , -   ,,
 9.0 , 75.0 , (1.0), -   , -   , -   , -   , 67.0 , -   , 22.0 , 12.0 , -   ,,
 5.0 , 118.0 , 6.0 , -   , (1.0), -   , (3.0), (29.0), 5.0 , 191.0 , (5.0), -   ,,
 14.0 , 56.0 , (4.0), -   , -   , -   , -   , (2.0), -   , (786.0), 4.0 , -   ,,
 14.0 , 177.0 , (6.0), 2.0 , 1.0 , 3.0 , -   , 1.0 , (14.0)," (8,839.0)", -   , -   ,,
 13.0 , 185.0 , (37.0), 2.0 , 2.0 , 2.5 , 2.5 , 8.0 , (2.0), 12.0 , -   , -   ,,
 9.0 , 83.0 , 9.0 , 2.0 , 1.0 , 3.0 , -   , 18.0 , -   , (200.0), 2.0 , -   ,,
 12.0 , 78.0 , 11.0 , -   , -   , -   , -   , 14.0 , -   , (420.0), 4.0 , -   ,,
 13.0 , 173.0 , 44.0 , -   , -   , -   , -   , 19.0 , 1.0 , (31.0), (7.0), -   ,,
 12.0 , 58.0 , (1.0), -   , -   , -   , -   , 2.0 , -   , 33.0 , 31.0 , -   ,,
 12.0 , -   , (64.0), -   , -   , -   , -   , (7.0), (3.0), (19.0), 19.0 , 1.0 ,,
 9.0 , 87.0 , (21.0), -   , (1.0), -   , (3.0), 15.0 , 2.0 , 48.0 , (12.0), -   ,,
 13.0 , 127.0 , (11.0), 1.0 , -   , 3.0 , -   , 4.0 , -   ," (7,323.0)", 1.0 , -   ,,
 12.0 , 186.0 , 2.0 , 1.0 , -   , 3.0 , -   , 85.0 , -   , 34.0 , (1.0), -   ,,
 13.0 , 54.0 , 19.0 , -   , -   , -   , -   , -   , (1.0), 426.0 , 31.0 , 1.0 ,,
 14.0 , 129.0 , (13.0), -   , -   , -   , -   , (11.0), (2.0), 165.0 , (2.0), -   ,,
 13.0 , 73.0 , (10.0), -   , -   , -   , -   , (3.0), -   , 156.0 , (9.0), -   ,,
 13.0 , 82.0 , (38.0), -   , -   , -   , -   , -   , (1.0), 10.0 , 6.0 , -   ,,
 14.0 , 65.0 , 40.0 , 1.0 , 1.0 , 3.0 , 3.0 , 10.0 , -   , (313.0), 3.0 , -   ,,
 14.0 , 58.0 , (52.0), -   , (1.0), -   , (3.0), (32.0), -   , 55.0 , 1.0 , -   ,,
 12.0 , 58.0 , 41.0 , -   , -   , -   , -   , 31.0 , 5.0 , 8.0 , 9.0 , 1.0 ,,
 14.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 14.0 , 143.0 , 5.0 , -   , -   , -   , -   , 23.0 , 1.0 , (196.0), -   , -   ,,
 14.0 , 25.0 , 24.0 , -   , -   , -   , -   , 2.0 , -   , -   , 31.0 , -   ,,
 14.0 , 173.0 , 3.0 , 3.0 , -   , 3.0 , 0.3 , 8.0 , -   , 754.0 , -   , -   ,,
 14.0 , 3.0 , -   , 1.0 , 1.0 , 3.0 , 3.0 , 3.0 , -   , -   , (31.0), -   ,,
 13.0 , 79.0 , (5.0), -   , (2.0), -   , (3.0), 2.0 , -   , 65.0 , -   , -   ,,
 14.0 , 78.0 , (33.0), -   , (2.0), -   , (3.0), (17.0), (5.0), (703.0), 10.0 , -   ,,
 14.0 , 95.0 , 3.0 , -   , -   , -   , -   , 12.0 , -   , 76.0 , (2.0), -   ,,
 13.0 , 139.0 , (29.0), -   , -   , -   , -   , (4.0), 1.0 , 244.0 , (1.0), -   ,,
 12.0 , 88.0 , -   , -   , -   , -   , -   , (4.0), -   , (146.0), 2.0 , -   ,,
 13.0 , 167.0 , 3.0 , 1.0 , 1.0 , 2.0 , 2.0 , 43.0 , 2.0 , (227.0), -   , -   ,,
 12.0 , 203.0 , 25.0 , 7.0 , 6.0 , 2.9 , (0.1), 88.0 , (2.0)," (28,322.0)", 3.0 , 1.0 ,,
 11.0 , 166.0 , 10.0 , 3.0 , 2.0 , 3.0 , -   , 73.0 , 1.0 , 30.0 , -   , -   ,,
 11.0 , 158.0 , (15.0), 5.0 , (1.0), 3.0 , -   , (34.0), 1.0 , 137.0 , -   , -   ,,
 11.0 , 70.0 , 1.0 , -   , -   , -   , -   , 2.0 , -   , (43.0), 5.0 , -   ,,
 13.0 , 125.0 , 23.0 , -   , -   , -   , -   , 3.0 , -   , (127.0), 6.0 , -   ,,
 13.0 , 111.0 , (2.0), -   , (1.0), -   , (3.0), 2.0 , -   , -   , -   , -   ,,
 12.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , 1.0 ,,
 11.0 , 166.0 , 9.0 , -   , -   , -   , -   , (8.0), (1.0), (933.0), 3.0 , -   ,,
 12.0 , 45.0 , (67.0), -   , -   , -   , -   , (4.0), (1.0), 1.0 , (5.0), -   ,,
 13.0 , 135.0 , (39.0), -   , -   , -   , -   , (12.0), (1.0), 39.0 , -   , 1.0 ,,
 10.0 , 119.0 , (2.0), -   , -   , -   , -   , 11.0 , (6.0), (18.0), (2.0), -   ,,
 12.0 , 117.0 , 5.0 , -   , -   , -   , -   , 14.0 , (4.0), (1.0), 5.0 , -   ,,
 12.0 , 14.0 , (42.0), -   , -   , -   , -   , 3.0 , -   , 4.0 , (34.0), 1.0 ,,
 12.0 , 96.0 , (48.0), -   , (5.0), -   , (3.0), (7.0), -   , (12.0), 3.0 , -   ,,
 12.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , 1.0 ,,
 13.0 , 136.0 , 14.0 , 3.0 , 2.0 , 3.0 , -   , 69.0 , (1.0), (107.0), (1.0), -   ,,
 13.0 , 163.0 , (3.0), 10.0 , 8.0 , 3.0 , -   , 174.0 , 11.0 , (57.0), (2.0), -   ,,
 2.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 10.0 , 177.0 , (15.0), -   , -   , -   , -   , -   , -   , 209.0 , (3.0), -   ,,
 3.0 , -   , -   , -   , -   , -   , -   , 12.0 , -   , -   , -   , -   ,,
 12.0 , 135.0 , (13.0), -   , (1.0), -   , (3.0), (9.0), (2.0), (2.0), 12.0 , -   ,,
 5.0 , 61.0 , (3.0), -   , -   , -   , -   , (1.0), (12.0), 12.0 , 7.0 , -   ,,
 10.0 , 200.0 , (13.0), 3.0 , 1.0 , 3.0 , -   , 25.0 , (2.0)," 2,388.0 ", -   , -   ,,
 13.0 , 155.0 , 20.0 , 1.0 , 1.0 , 2.0 , 2.0 , 200.0 , -   ," 1,980.0 ", (1.0), -   ,,
 12.0 , 43.0 , (28.0), -   , -   , -   , -   , (2.0), -   , 2.0 , (60.0), 1.0 ,,
 11.0 , 75.0 , (1.0), -   , -   , -   , -   , (4.0), (1.0), (441.0), (17.0), -   ,,
 13.0 , 155.0 , 19.0 , 5.0 , 4.0 , 3.4 , 0.4 , (4.0), -   , 695.0 , -   , -   ,,
 10.0 , 30.0 , (39.0), -   , -   , -   , -   , (2.0), (1.0), 9.0 , (36.0), 1.0 ,,
 13.0 , 192.0 , (5.0), -   , -   , -   , -   , 16.0 , 1.0 , (237.0), -   , -   ,,
 12.0 , 101.0 , (27.0), -   , (3.0), -   , (2.7), (44.0), -   , 112.0 , (2.0), -   ,,
 13.0 , 61.0 , (12.0), -   , -   , -   , -   , 2.0 , -   , 28.0 , 31.0 , 1.0 ,,
 13.0 , 189.0 , (22.0), -   , -   , -   , -   , (73.0), (3.0), 51.0 , -   , -   ,,
 12.0 , 141.0 , 58.0 , -   , (2.0), -   , (3.0), 1.0 , (1.0), (5.0), -   , -   ,,
 13.0 , 150.0 , 20.0 , -   , -   , -   , -   , 67.0 , 3.0 , (4.0), (1.0), -   ,,
 12.0 , 158.0 , (16.0), -   , -   , -   , -   , 62.0 , (5.0), 13.0 , -   , -   ,,
 13.0 , 253.0 , 11.0 , 2.0 , 1.0 , 3.0 , -   , 9.0 , (5.0)," (1,113.0)", -   , -   ,,
 11.0 , 124.0 , (11.0), -   , (1.0), -   , (3.0), 22.0 , 1.0 , 30.0 , (1.0), -   ,,
 13.0 , 128.0 , (18.0), -   , -   , -   , -   , 2.0 , (2.0), (31.0), 6.0 , 1.0 ,,
 13.0 , 83.0 , 38.0 , -   , -   , -   , -   , 4.0 , -   , (49.0), 31.0 , -   ,,
 13.0 , 55.0 , 35.0 , -   , -   , -   , -   , 12.0 , -   , -   , 31.0 , -   ,,
 10.0 , 121.0 , (47.0), 2.0 , -   , 3.0 , -   , -   , (1.0)," 2,008.0 ", 4.0 , -   ,,
 13.0 , 103.0 , 2.0 , -   , -   , -   , -   , 20.0 , 1.0 , (102.0), (7.0), -   ,,
 13.0 , 161.0 , 51.0 , -   , (1.0), -   , (3.0), (15.0), 1.0 , 2.0 , (6.0), -   ,,
 19.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 12.0 , 180.0 , (1.0), 2.0 , -   , 3.0 , 0.5 , 8.0 , (1.0), 493.0 , (1.0), -   ,,
 12.0 , 8.0 , (7.0), -   , -   , -   , -   , -   , -   , -   , 31.0 , 1.0 ,,
 11.0 , 121.0 , -   , 2.0 , 1.0 , 3.0 , -   , 23.0 , -   , 93.0 , -   , -   ,,
 12.0 , 39.0 , (25.0), -   , -   , -   , -   , -   , -   , (52.0), 31.0 , -   ,,
 13.0 , 170.0 , 35.0 , 1.0 , (1.0), 3.0 , -   , 30.0 , (2.0), (519.0), -   , -   ,,
 8.0 , 119.0 , 8.0 , -   , -   , -   , -   , 19.0 , -   ," (1,025.0)", (3.0), -   ,,
 5.0 , -   , (43.0), 2.0 , (1.0), 3.0 , -   , (27.0), (1.0), 8.0 , 5.0 , -   ,,
 13.0 , 122.0 , (28.0), -   , -   , -   , -   , -   , (3.0), 60.0 , -   , -   ,,
 12.0 , 98.0 , 14.0 , -   , -   , -   , -   , 3.0 , -   , (5.0), -   , -   ,,
 11.0 , 168.0 , (8.0), -   , (1.0), -   , (3.0), (11.0), 1.0 , 115.0 , (1.0), -   ,,
 13.0 , 252.0 , 13.0 , 8.0 , 2.0 , 3.0 , -   , 36.0 , (1.0), 728.0 , -   , -   ,,
 12.0 , 5.0 , (31.0), -   , -   , -   , -   , (1.0), -   , (38.0), 4.0 , 1.0 ,,
 13.0 , -   , -   , -   , -   , -   , -   , 2.0 , -   , (4.0), 31.0 , -   ,,
 13.0 , 221.0 , 36.0 , -   , (3.0), -   , (3.0), 37.0 , 1.0 , 178.0 , -   , -   ,,
 13.0 , -   , (21.0), -   , (1.0), -   , (3.0), (10.0), -   , (6.0), (5.0), -   ,,
 13.0 , -   , -   , -   , -   , -   , -   , -   , -   , (8.0), 31.0 , -   ,,
 13.0 , 70.0 , 21.0 , -   , -   , -   , -   , 6.0 , -   , (173.0), 30.0 , -   ,,
 13.0 , 154.0 , (2.0), -   , -   , -   , -   , 25.0 , 1.0 , (26.0), 3.0 , -   ,,
 12.0 , 61.0 , (1.0), -   , -   , -   , -   , 4.0 , -   , (29.0), (11.0), -   ,,
 13.0 , 157.0 , (2.0), 2.0 , 2.0 , 3.0 , 3.0 , 80.0 , (1.0), 232.0 , (2.0), -   ,,
 13.0 , 41.0 , 10.0 , -   , -   , -   , -   , -   , -   , (22.0), 31.0 , -   ,,
 13.0 , 73.0 , 19.0 , 2.0 , 2.0 , 3.0 , 3.0 , 61.0 , -   , (67.0), (9.0), -   ,,
 10.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 13.0 , 131.0 , (4.0), -   , -   , -   , -   , 48.0 , -   , (13.0), 3.0 , -   ,,
 13.0 , -   , (25.0), -   , -   , -   , -   , (2.0), -   , -   , (27.0), -   ,,
 13.0 , 96.0 , (11.0), -   , -   , -   , -   , 19.0 , -   , (17.0), -   , -   ,,
 13.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 13.0 , 201.0 , (1.0), 10.0 , (1.0), 3.0 , -   , 56.0 , -   ," (5,933.0)", -   , -   ,,
 13.0 , 137.0 , (9.0), -   , (2.0), -   , (3.0), 22.0 , 2.0 , 43.0 , -   , -   ,,
 12.0 , 42.0 , 1.0 , -   , -   , -   , -   , -   , -   , 103.0 , 31.0 , 1.0 ,,
 13.0 , 228.0 , (2.0), 3.0 , (1.0), 4.0 , 0.8 , 28.0 , (2.0), (203.0), (5.0), -   ,,
 12.0 , 133.0 , (5.0), 1.0 , 1.0 , 3.0 , 3.0 , (6.0), -   , 923.0 , 2.0 , -   ,,
 12.0 , 77.0 , 10.0 , -   , -   , -   , -   , 4.0 , -   , (87.0), 7.0 , -   ,,
 13.0 , 186.0 , (2.0), 3.0 , 2.0 , 3.0 , -   , 3.0 , (2.0), (36.0), -   , -   ,,
 13.0 , 67.0 , 46.0 , -   , -   , -   , -   , 8.0 , 1.0 , 2.0 , (29.0), -   ,,
 13.0 , 81.0 , (36.0), -   , -   , -   , -   , (12.0), (1.0), (118.0), (2.0), -   ,,
 13.0 , 154.0 , (53.0), 2.0 , -   , 3.0 , -   , 23.0 , (1.0), 59.0 , -   , -   ,,
 13.0 , 160.0 , (2.0), -   , -   , -   , -   , (24.0), (1.0), (64.0), (4.0), -   ,,
 12.0 , 9.0 , 9.0 , 1.0 , 1.0 , 3.0 , 3.0 , 2.0 , -   , (64.0), 31.0 , 1.0 ,,
 13.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 13.0 , 125.0 , (47.0), -   , -   , -   , -   , -   , (7.0), (347.0), (2.0), -   ,,
 11.0 , 152.0 , 30.0 , 2.0 , 2.0 , 3.0 , 3.0 , 2.0 , 1.0 , 6.0 , (1.0), -   ,,
 13.0 , 53.0 , (15.0), -   , -   , -   , -   , 2.0 , -   , 69.0 , 15.0 , -   ,,
 13.0 , -   , -   , -   , -   , -   , -   , -   , -   , 2.0 , 31.0 , -   ,,
 12.0 , 158.0 , (20.0), 1.0 , -   , 3.0 , -   , (36.0), -   , 13.0 , 1.0 , -   ,,
 12.0 , 120.0 , (1.0), -   , -   , -   , -   , 1.0 , -   , -   , 8.0 , -   ,,
 12.0 , 57.0 , 8.0 , -   , -   , -   , -   , 10.0 , -   , (36.0), 31.0 , -   ,,
 13.0 , 69.0 , (1.0), -   , -   , -   , -   , 5.0 , -   , 24.0 , (1.0), -   ,,
 13.0 , 113.0 , 7.0 , 1.0 , 1.0 , 3.0 , 3.0 , 6.0 , (1.0), 130.0 , 10.0 , -   ,,
 13.0 , 142.0 , (2.0), -   , (2.0), -   , (2.5), 30.0 , -   , 34.0 , -   , -   ,,
 13.0 , 127.0 , (49.0), 4.0 , 3.0 , 3.0 , -   , (4.0), -   , 47.0 , (25.0), -   ,,
 13.0 , 151.0 , (32.0), 1.0 , (1.0), 3.0 , -   , 42.0 , (2.0), (286.0), -   , -   ,,
 13.0 , 20.0 , (1.0), -   , -   , -   , -   , -   , -   , 44.0 , 31.0 , 1.0 ,,
 11.0 , 172.0 , 2.0 , -   , (9.0), -   , (3.0), (31.0), 2.0 , 134.0 , (1.0), -   ,,
 12.0 , 70.0 , (8.0), -   , -   , -   , -   , (22.0), 2.0 , (25.0), (2.0), 1.0 ,,
 12.0 , 76.0 , 14.0 , 1.0 , (1.0), 3.0 , -   , (7.0), -   , (12.0), (7.0), -   ,,
 12.0 , 26.0 , (23.0), -   , -   , -   , -   , (2.0), -   , (3.0), (17.0), 1.0 ,,
 9.0 , 85.0 , -   , -   , -   , -   , -   , 2.0 , -   , (12.0), 1.0 , 1.0 ,,
 12.0 , 74.0 , 34.0 , -   , -   , -   , -   , 24.0 , -   , 76.0 , 2.0 , -   ,,
 13.0 , 90.0 , 11.0 , -   , -   , -   , -   , 5.0 , -   , 37.0 , 23.0 , -   ,,
 12.0 , 67.0 , 21.0 , -   , -   , -   , -   , (6.0), -   , (81.0), 2.0 , 1.0 ,,
 13.0 , 115.0 , (3.0), -   , -   , -   , -   , (4.0), -   , 52.0 , (3.0), -   ,,
 12.0 , 102.0 , (38.0), 1.0 , -   , 3.0 , -   , (11.0), (1.0), (46.0), 3.0 , -   ,,
 12.0 , 87.0 , 13.0 , -   , (1.0), -   , (2.0), (17.0), -   , 43.0 , (4.0), -   ,,
 12.0 , 212.0 , (14.0), 4.0 , (1.0), 3.0 , -   , 77.0 , -   , (27.0), (2.0), -   ,,
 7.0 , 237.0 , 34.0 , 4.0 , (1.0), 3.0 , -   , 56.0 , 2.0 , 233.0 , -   , -   ,,
 4.0 , 79.0 , 79.0 , 1.0 , 1.0 , 3.0 , 3.0 , 41.0 , 2.0 , -   , -   , -   ,,
 10.0 , 129.0 , 22.0 , -   , -   , -   , -   , 97.0 , -   , 172.0 , (2.0), -   ,,
 12.0 , 85.0 , 47.0 , 1.0 , 1.0 , 3.0 , 3.0 , 29.0 , 1.0 , (42.0), 28.0 , -   ,,
 13.0 , 158.0 , (13.0), -   , -   , -   , -   , (20.0), (7.0), 130.0 , -   , -   ,,
 12.0 , 149.0 , 16.0 , 2.0 , -   , 3.0 , -   , (15.0), 1.0 ," (1,583.0)", -   , -   ,,
 13.0 , 110.0 , (15.0), 3.0 , 3.0 , 3.0 , 3.0 , 10.0 , (1.0), (15.0), -   , 1.0 ,,
 12.0 , 205.0 , -   , -   , (1.0), -   , (2.0), 46.0 , 1.0 , (412.0), (1.0), 1.0 ,,
 12.0 , 148.0 , (2.0), -   , -   , -   , -   , 12.0 , -   , (229.0), -   , -   ,,
 12.0 , -   , -   , -   , -   , -   , -   , -   , -   , 367.0 , 31.0 , -   ,,
 13.0 , 43.0 , (25.0), -   , -   , -   , -   , (1.0), -   , (1.0), 24.0 , -   ,,
 11.0 , 220.0 , 25.0 , -   , -   , -   , -   , 32.0 , (3.0), 180.0 , -   , -   ,,
 12.0 , 158.0 , 40.0 , 1.0 , 1.0 , 3.0 , 3.0 , 28.0 , 1.0 , (167.0), (1.0), -   ,,
 11.0 , 105.0 , (11.0), -   , (1.0), -   , (3.0), (17.0), -   , 72.0 , (2.0), -   ,,
 11.0 , 48.0 , (21.0), -   , (1.0), -   , (3.0), 10.0 , (1.0), (30.0), 15.0 , -   ,,
 11.0 , 184.0 , 31.0 , 2.0 , -   , 3.0 , 0.5 , (13.0), 1.0 , (152.0), 3.0 , -   ,,
 12.0 , 159.0 , 17.0 , -   , -   , -   , -   , (14.0), (2.0)," (1,035.0)", -   , -   ,,
 12.0 , 163.0 , 26.0 , 7.0 , 3.0 , 3.0 , -   , 43.0 , 3.0 , (168.0), (1.0), -   ,,
